,Unnamed: 0,utterance,expected
504,86,Just want to follow up if he is waiitng for me,unknown
505,199,can i come for tour?,tourBooking
506,1282,Is that close to Sugarland?,nearbyAttractions
507,337,What is the pet pololicy,pet
508,989,2 bedrooms and I'm looking to move April 9,unitAssignment
509,963,2 bedrooms are $850,unitAssignment
510,607,Additional information,unknown
511,783,"3b-2b, & sometime in may",tourBooking
512,255,I just want to know if I can park in that space while waiting for my apt,parking
513,1134,We are looking for a 3 bedroom and 2 bathrooms and want to move by June or July.,unitAssignment
514,473,hear*,unknown
515,287,What lease length options are offered? (please specify),leasePeriod
516,1450,"I am not interested, thank you",notInterested
517,127,I need to reschedule OR I need to change my time,rescheduleTour
518,1000,be there any condition because of which -PRON- will with hold the deposit,withholdDeposit
519,1071,You have any available now,unknown
520,108,"Hi Kelsey, that was a while ago, I already found a place, thanks though!",unknown
521,1209,What info do I need to fill out application for 1bedroom,applicationProcess
522,366,What type of tour options do you provide?,tourOptions
523,252,Will do.  Thanks!,unknown
524,55,i was also seeing if water/ electricity are included,utility
525,1333,Would it be possible to come see it tomorrow and  possibly apply?,applicationProcess
526,353,"Is there a guest policy? Please describe. Additionally, if you have a guest policy posted online, please paste the link here.",guestPolicy
527,1161,Thank you so much,unknown
528,629,Do you have any availability on Sunday?,leaseGaurantor
529,571,Does the property offer a private bathroom and bedroom ?,amenities
530,937,under what condition will -PRON- with hold the deposit,withholdDeposit
531,962,2,unknown
532,1323,I need to know what your move in requirements  are.,applicationProcess
533,521,What are the amenities? Is there a washer dryer in unit?,amenities
534,321,I have a application I will bring it tomorrow at 12:00,applicationProcess
535,1235,I do also have a dog who is an Australian shepherd. He is 45 lbs so I wanted to check if he was too big to be allowed,pet
536,865,Yeah I have a felony of 8 years back agg robbery in was wondering if this could stop me from moving into your establishment,misdemeanorPolicy
537,854,"1 is fine. I'll rearrange some things, thanks!",tourBooking
538,884,"Yes, please tomorrow 3pm is good for me",tourBooking
539,124,Hi! Yes pets are allowed,pet
540,1197,"Hi, I will not be able to arrive at the agreed time. I'm in a meeting and I don't know what time it ends.",unknown
541,1126,Is the apartment furnished?,furnishedUnit
542,8,how long of lease do -PRON- offer,leasePeriod
543,172,I'm not looking for a rental anymore. Please close this out. Thanks!,unknown
544,1083,How much for a one bedroom?,unitAssignment
545,1414,Need some cheaper,wantsLessExpensiveUnit
546,346,monthly cost for the place,unitAssignment
547,695,Ya que no hay forma de comunicarme cn ustedes y no estoy recibiendo la respuesta que espero,unknown
548,369,600-800 move in date April 5 1 and 1 pet,unitAssignment
549,238,Or 6 month lease,leasePeriod
550,235,How much is the rent?,unitAssignment
551,893,are the units Furnished in the building,furnishedUnit
552,311,how much be the rent,unitAssignment
553,68,"Yes,A 1BdrmOr Studio, However, Do You Accept Section 8?&Is It Possible To Prorate The Security Deposit In Addition To Rent Payment Until The Security Deposit Amount Is Paid In Full? Also How Is Rent For Apts There,& Security Deposit?",section8
554,1334,Price for 1bedroom,unitAssignment
555,1236,Based on my travel (driving from Alaska) and schedule it is nearly impossible to do most of this in person.,virtualTour
556,1420,I want to reschedule my tour,tourReschedule
557,536,Hi Ryan! Thanks for a prompt repsonse. I would like to schedule a tour. Do you have any availability on the upcoming friday?,tourBooking
558,1158,im looking for 1 bed and 1 bath,unitAssignment
559,240,"Are furnished units available? If yes, what furnishings are included?",furnishedUnit
560,1206,hello your location is in dallas tx?,community_address
561,817,Im looking for 1 bed and 1 bath,unitAssignment
562,212,do you have 2 bedroom avablity,unitAssignment
563,777,???,unknown
564,194,Got a bridge between please don't give up on me I will be pulling out the application today thank you so much for continue to check on me I would like to try to get approved and moved in maybe the 30th or 31st,unknown
565,11,To send a rental verification,applicationProcess
566,949,Hi there! Waiting to hear back from my friend regards getting a place. I was actually helping her to find one. Let you know. Thank you!,unknown
567,403,I'll keep looking thanks so much,unknown
568,1289,"Hi. Yeah, I just moved to Houston from California a few months ago. I'm just looking for a decent place I can afford on my own. I'm a student, so I'm finding out that it's difficult to study with roommates constantly making lots of noise. What is the lowest rental at Chestnut Hill?",unitAssignment
569,178,Townhome ?,unknown
570,970,Tienen apartamentos disponibles de 2 recámaras,unknown
571,492,Yes I would. I think I did a virtual tour,virtualTour
572,770,Thank u I have my appt with him tomarrow I hope he gets the voicemail I cant get there until 3 30 instead of noon time thanks again,tourBooking
573,810,"I'm sorry,looking for all bills paid for now thanks for your help ",utilityBilling
574,442,Do you have a pet deposit/rent?,petRent
575,157,when can i come to see the place,tourBooking
576,1234,Do you take section 8 vouchers,section8
577,798,Cool,unknown
578,1103,I'm trying but I cannt log in,unknown
579,815,Do you have swimming pool?,pool
580,1415,Do you have anything else,wantsLessExpensiveUnit
581,188,It's going to cost me a lot to get out of my apt in south baby,moveInCost
582,786,Yes I would love to.,unknown
583,1451,Hello I'm not interested in the apartment I've already found one and actually the one I wanted I greatly appreciate you reaching out have a nice day 😊,notInterested
584,146,2 beds on or before 03/31,unknown
585,622,is there any restriction on pets,pet
586,357,I'll see if I can go tomorrow aftrr work ,tourBooking
587,164,"Thank you, you too! ",unknown
588,1208,Yes what's the address,community_address
589,1109,"I donnt need the tour any way, can I apply for the apartment",unitAssignment
590,1238,what's your parking policy,parking
591,704,I will be there,unknown
592,883,Is there any outer space,outerSpace
593,1394,Do you have a move in special ?,leasingOfficePromotion
594,1363,Yes do this unit have any garage,amenities
595,740,how about a gym,gym
596,939,yes thatll work,unknown
597,725,"Are there parks, restaurants, clubs in the neighborhood",nearbyAttractions
598,1265,"Hi, we are interested in a 3 bedroom apt downstairs. Can you tell me a bit more on what the deposit is and what are the fees?",deposit
599,389,can i book a tour with -PRON-,tourBooking
600,76,"I am still looking, what are the prices for 2 and 3 bedrooms?",unitAssignment
601,806,I want to cancel my tour,tourCancellation
602,546,"Take me off your 
Contact list",unknown
603,16,Yes that's fine.. February! 1 bed/ 1bath. No children nor pets.,unitAssignment
604,660,"Is there a fitness facility? If yes, what equipment is available?",gym
605,684,Do I need to have a good credit history?,creditScore
606,1022,What is the minimum income requirement,incomeRequirement
607,1029,Yes and the deposit and fees you will need to pay before moving in,moveInCost
608,1157,I would love to schedule a tour. What time would be best?,tourBooking
609,6,I did a tour yesterday already.  I will reach out to the leasing office then for further info. thanks,unknown
610,1335,What all comes with it ?,amenities
611,139,how do i get there,community_address
612,385,Because the other units are in soma area,nearbyAttractions
613,1125,Does your community provide accomodations for the handicapped? Please describe ADA,handicapPolicy
614,908,"Yes, I was wondering what are you guys 2 bed rooms releasing for ?",unitAssignment
615,1440,Hello. This is Woohyun. I think I'm going to have to cancel this appointment because I decided to go somewhere else this morning. I'm very sorry.,tourCancelled
616,1324,I'm sorry where is this property located?,community_address
617,441,Okay an whats the difference between the one thats $720 & the $908,unitAssignment
618,994,"Hi Ryan, I'd be interested to get a virtual tour if possible first and more details about building before coming in for a tour",virtualTour
619,1360,I'm not able to come to houston but I would love to know if y'all go short term leases. I am only staying in town for the summer,leasePeriod
620,626,"Yes j wanted to see pics of the 2 and 3 bedroom,",unitAssignment
621,507,unit 2 is good for me,unitAssignment
622,1255,Do you offer virtual tours as I am moving from out of state and cannot come visit in person as of this point in time,virtualTour
623,584,do i need good credit,incomeRequirement
624,490,hey,unknown
625,703,Yes I was wondering how's the parking like,parking
626,128,1 bedroom is fine however if two bedrooms 2 bath are available I want to look at those as well and by april8th if that's too soon then by the end of April no later than,unitAssignment
627,125,One bed for now. Move in date may or June,unitAssignment
628,658,3bed 2bath its looking good for me,unitAssignment
629,430,Do you offer virtual tours,virtualTour
630,1436,"Actually,  I would like to cancel the tour, thank you. ",tourCancelled
631,1139,9 am works for me,tourBooking
632,1040,be there a four wheeler parking,parking
633,1056,Can you call me tomorrow,unknown
634,73,"i can't call right now, but the best day for me to schedule a tour would be monday march 1st. or a virtual tour",virtualTour
635,772,Let me get back to you on that!,unknown
636,714,Hello 2300 is to much for me thank you though I am willing to go 2000 if you find anything,unitAssignment
637,1104,What is your eviction policy?,evictionPolicy
638,848,what utility be offer in rent,utility
639,717,"I will, thank you!",unknown
640,925,"Hello, currently not at this time but I will be looking very soon. Thank you very much !",unknown
641,63,What furniture is included,furnishedUnit
642,897,I want to stop by today,tourBooking
643,1244,How much is your one bed,unitAssignment
644,222,i want to schedule a tour,tourBooking
645,1369,what's the application fee and admin fee,applicationFee
646,267,I'm looking for a 1 bed 1 bath apartment for the start of may,unitAssignment
647,1396,I'm looking to move in ASAP just needed to know like total move in price that I'll be looking at,moveInCost
648,1269,I would like to know additional information. I am looking to move in June 1st (or the first week of June). I would like to schedule a video tour if that is possible.,virtualTour
649,100,Do y'all do virtual tours? ,virtualTour
650,1248,How much is the deposit,deposit
651,816,Ok,unknown
652,59,Are there 1 bedrooms,unitAssignment
653,1052,Is the property in HISD?,community_address
654,350,What are the parking options at the community?,parking
655,1224,Is the application fee refundable,applicationFee
656,349,I can come then,unknown
657,1038,"Hi! I would like to prematurely schedule a virtual tour. I'm living in Covington, Kentucky right now but have job prospects in San Francisco.",virtualTour
658,61,What places are accessible around the property,nearbyAttractions
659,524,How do i get to the lease office,leaseOfficeDirection
660,179,What is the address of the leasing office?,leaseOfficeDirection
661,425,What is the address of the community?,community_address
662,428,Hola,unknown
663,113,There's was no price on these two what are the prices,unitAssignment
664,1063,Whats app fee and deposit,applicationFee
665,228,I dont recall asking about an apartment,unknown
666,224,Im out of town working but im relocating in Houston an im looking for an nice quiet area. I would like to know the pricings for 1 bedroom & if they were updated,unitAssignment
667,687,second looks fine to me,unitAssignment
668,850,Show much is move in?,unknown
669,313,I'm looking for 1 or 2 bed apartment,unitAssignment
670,1452,I'm not interested. Thank you. ,notInterested
671,654,"Great, when can we set one up? And can you tell me a little more about the units you have available please and the application process?",applicationProcess
672,452,Been working with John and Gustavo,unknown
673,818,Is there a central Air conditioners in the community?,airConditioner
674,115,I'd love to come take a look at the property today what time you'll be in till,tourBooking
675,1025,On 1st floor,unknown
676,1341,Can you send me the address,community_address
677,411,How often will rent be increased?,rentIncrementPolicy
678,475,Okay sounds good,unknown
679,1327,I am going to be moving to the area within the next month I would like to see what is you guys price range,unitAssignment
680,903,What's the rent increment policy,rentIncrementPolicy
681,392,Ok,unknown
682,1148,Any openings for July as for a move in date ? If so we'd be more then happy to apply for the 1bed,unitAssignment
683,576,do -PRON- require renter insurance,renterInsurance
684,1217,OK thanks what is your website,propertyWebsiteLink
685,1223,Is there a move in deposit fee,deposit
686,253,I got a quote already,unknown
687,713,Do yall have any move in specials,unknown
688,93,Where are you located at,community_address
689,1100,"Hey Ryan! I hope you are as well! 
Yes I'd like to schedule a tour. I was wondering also the availability of a 3 bed room - is that something you have?",tourBooking
690,230,I'm sorry I'm going to look at the list again and let you know which one I decide to tour.,tourBooking
691,1155,Yes I was inquiring about your 2 bedrooms how much are they ? & is there any available,unitAssignment
692,1252,Hi do you guys have any move in specials at the moment,leasingOfficePromotion
693,596,be sublease allow,sublease
694,406,Hey im interested  in the property,tourBooking
695,940,And is it refundable if not approved? Or applied to rent if approved. Any move in specials?,unknown
696,291,can i come for a tour,tourBooking
697,1256,The email I have says $45 app fee and $100 admin fee? Which is it?,applicationFee
698,1326,Yes prices and any move in ready 3+ available by the 1st,unitAssignment
699,219,okay thanks,unknown
700,1015,Yes. I got one.Thanks.,unknown
701,1253,"Hello I was wondering, how much is the rent there? For two bedrooms",unitAssignment
702,1376,Yes so I’m looking to possibly relocate however I’m wanting to know about the move in special you guys have I currently live in Monroe Louisiana,leasingOfficePromotion
703,1192,Ok how about the one bedroom prices,unitAssignment
704,367,What holidays do you observe during which your leasing offices will be closed or have special hours?,leasingOfficeHolidays
705,1064,tell price,unitAssignment
706,1054,"Thank so much,I'm available Tuesday at 6:45pm",tourBooking
707,26,Someone already reached out to me about that place from sf rent,unknown
708,1408,"Hi Kelsey, I submitted a request for a virtual tour of A2 floor plan on this weekend. Could you please help me confirm the request? Thank you so much",virtualTour
709,1437,"Hi, good morning I have to cancel the tour  y let you know on these week what day I can go sorry.",tourCancelled
710,804,do you have 2x1 bedroom avablity,unitAssignment
711,1093,Does the AC reach every room,airConditioner
712,272,Hello I'm looking at your website and it's not showing any 2/2 for may or price's how much are your 2/2 and when will it be available?,unitAssignment
713,1403,How much are your 1 bed rooms going for,unitAssignment
714,223,Thursday 6 is good 👍,unknown
715,1177,how many parking spot do -PRON- come with,parking
716,485,The day is fine for me can we schedule the tour and you can help me to fill up the application I try to but I am missing some spots,tourBooking
717,1166,Do you have any times on Friday?,tourBooking
718,1130,how much do -PRON- cost to apply,applicationFee
719,826,How many pets are allowed,pet
720,421,Or 2bed/1bath is ok as well,unitAssignment
721,528,What is the rent for the 1 bedroom and location?,unitAssignment
722,141,can i lease on a month to month basis,leasePeriod
723,665,Parking,parking
724,1435,I have to cancel my family needs me today,tourCancelled
725,1291,what utilities if any are included in the rent?,utility
726,407,"Thank you, when we get to the place will this person be there?",unknown
727,514,What is your rent payment policy?,rentPaymentPolicy
728,1365,yes do this unit have any garage,amenities
729,1120,be there a gym available,gym
730,1152,2 bed 2 bath looking good for me,unitAssignment
731,981,hi,unknown
732,189,what be -PRON- condition to withhold the deposit,withholdDeposit
733,221,What is the walk score,nearbyAttractions
734,853,No 2 bedroom?,unitAssignment
735,1220,"Hey Kelsey, Can You Tell Me What's The Process With Leasing ?",applicationProcess
736,486,Do you guys have a website?,propertyWebsiteLink
737,673,Is credit check required,creditScore
738,732,No not moving now. Lost job. But thank you for checking.,unknown
739,1247,I currently stay in Irving but I am relocating down to that area. Would credit or background be an issue?,creditScore
740,932,Is it going to cost extra for pets,petRent
741,778,can -PRON- tell -PRON- more about the gym in premise,gym
742,696,could you send me the rent cost?,unitAssignment
743,1330,Is there a virtual tour possibility.,virtualTour
744,316,How do i measure a good credit record,creditScore
745,273,I want to know more the unit?,unitAssignment
746,964,how much be -PRON- to apply,applicationFee
747,728,"Ryan , Thank you for showing the room for me ...I will call again soon  ...",unknown
748,483,No answer,unknown
749,464,do you have health club,gym
750,1331,Is there a website for this location I can check out pictures ?,propertyWebsite
751,640,What is leasing office direction,leaseOfficeDirection
752,317,I can't make my tour OR I need to cancel OR I won't be able to make it OR Please cancel my tour OR I can't make my tour,tourCancellation
753,1304,What does your credit score have to be?,creditScore
754,4,I will get in touch with you next week.,unknown
755,205,I want the space,parking
756,1131,Hey Kelsey Good Morning this is Covia so just wondering how much is your application fee?,applicationFee
757,98,what be the total move in cost,moveInCost
758,1374,The deposit and the application fee,applicationFee
759,1123,What is the property website,propertyWebsiteLink
760,549,We are flexible. But looking for a 2-3 bedroom place.,unitAssignment
761,374,is there wheelchair access?,handicapPolicy
762,450,How much is the deposit again miss,deposit
763,1147,Yes,unknown
764,482,uinit 1 looks for good for me,unitAssignment
765,656,What tour types do you offer?,tourOptions
766,515,Are there any extra utility charges,utilityBilling
767,808,Where is the property,community_address
768,1045,Yes! A tour would be great. Do you have any availabilities  the week of April 5-11?,tourBooking
769,862,"I know lower nob hill is a little pricier, but I would be okay with a studio within that price range there. Do you have any listings there?",unitAssignment
770,1167,2 Bed 2 Bath Preferably April 6th,unitAssignment
771,881,do you have gymnasium,gym
772,1107,"And is this promotion still valid

I sent you an email about it . : $ 2500 REIMBURSEMENT FOR MOVE IN / FURNITURE COST AND NO APPLICATION FEE
Exclusions may",unitAssignment
773,1219,What is the website,propertyWebsiteLink
774,1344,What is the starting rate for deposit??,deposit
775,1021,Do the apartments have ceiling fans?,ceilingFans
776,1336,Can it be earlier,rescheduleTour
777,22,Yes i would love to schedule a tour,tourBooking
778,202,Does this community feature air conditioning?,airConditioner
779,60,I'm sorry. I was working. ,unknown
780,957,Do you have any specials,leasingOfficePromotion
781,1340,Is it possible to do a virtual tour? I am currently in Chicago and won't be in Texas until the moving in date,virtualTour
782,1058,We are applying now,unknown
783,64,can you prvide tomorrow's slot for visit?,tourBooking
784,122,Are all bills paid,unknown
785,620,Hey yes,unknown
786,712,I am looking for 2 beds and 2 baths,unitAssignment
787,968,reschedule my tour,rescheduleTour
788,836,be park available,parking
789,857,Yes I am looking for a 2 bd,unitAssignment
790,769,I'm available today or Friday afternoon or any time next weekend,tourBooking
791,1128,"Hi Ryan , what is the price on this place?",unitAssignment
792,176,jdfbdkjdk,unknown
793,976,Yes the 1bed 1bath is perfect and do u have any openings next week/weekend,unitAssignment
794,66,what be the rent,unitAssignment
795,391,What is the name of the apartment?,community_name
796,1212,Application please,applicationProcess
797,589,How much are your 1 bed rooms going for,unitAssignment
798,174,"Are lease guarantors allowed? If yes, what are your policies/requirements for lease guarantors?",leaseGaurantor
799,303,"Hi, my job temporarily shut down till Tuesday for some maintenance, any availability for a tour before then starting tomorrow ?",tourBooking
800,1424,I won't be able to reach for tour,tourCancelled
801,1085,Let me check it out and I'll let you know,unknown
802,1292,Do you accept HUD Housing Vocher,section8
803,217,Just making sure that the property is $1425 a month?,unitAssignment
804,866,One bedroom 1 bath. May 6,unitAssignment
805,1003,Price on the two bedroom ?,unitAssignment
806,639,"We can do tomorrow 5:30-6:30. Sorry I keep missing your calls. I'm at work. Should I text, call or just show up at that time?",tourBooking
807,1180,The payment for parking is separate?,unitAssignment
808,150,I can't tomorrow I was wondering if you have any available for next Friday,tourBooking
809,767,Yes ma'am I wanted price and information on a 22 or 21 available May 1 deposit application fees and requirements to get into apartment thank you so much,unitAssignment
810,678,Thanks so much,unknown
811,691,What is your website,propertyWebsiteLink
812,101,Saturday 10:00am,unknown
813,517,"Hi Kelsey, I called you a few minutes ago, and we agreed to call again on 29th of march",unknown
814,289,sorry but is this studio for 3 people?,unitAssignment
815,1433,Sorry for the inconvenience you can cancel my appointment for Monday I came by there Friday afternoon. The street in front of the apartments stay busy,tourCancelled
816,914,"Hi Ryan, to thanks for texting me. Yeah, I'd like to schedule a tour and see the place, I'm available on weekends. Let me know a good time for you.",tourBooking
817,902,We have selected another property thank you for your time,unknown
818,279,I would like to!,unknown
819,1135,could i schedule a viewing,tourBooking
820,1145,do be have in unit laundry,laundry
821,1257,Hi! Is a zoom tour available?,virtualTour
822,138,Under what circumstances will a tenant's deposit be held at termination of tenancy?,withholdDeposit
823,458,I'm getting ready to go back into work now I would like to talk to you at some point,tourBooking
824,1260,Yes. Do you offer virtual tours?,virtualTour
825,276,Do you have one bedroom apartment available,unitAssignment
826,543,Let me get back to you. Ur address is not directly on public transportation. So am i trying to find something on it.,unknown
827,951,"Hello I was wondering, how much is the rent there? For two bedrooms ",unitAssignment
828,971,I will want to move ASAP,unitAssignment
829,9,Says street parking only,parking
830,278,"Yes, I would like to schedule a tour",tourBooking
831,1146,Do you have studio or any 1 bedroom apartments available anywhere else in the city? Like the mission or elsewhere?,nearbyAttractions
832,322,I can do a virtual tour if available as I am moving from California and will be in Houston Wednesday March 30th. Will you have a 2bed/2bath available?,unitAssignment
833,330,can i smoke,smoking
834,42,Hey does Saturday still work?,tourBooking
835,245,Yes I would like a tour.,tourBooking
836,99,Will do!,unknown
837,1346,Hi I completed my application,applicationProcess
838,1342,"I'm not there yet
I have a black lab 
Dogs ok?",pet
839,258,thank you,unknown
840,1364,yes do this unit have any garage,amenities
841,315,be subleasing allow,sublease
842,1358,Okay do you guys have any credit requirements,creditScore
843,1151,"Do you accept applicants with misdemeanors on their record? If there are any details regarding felonies/misdemeanors, please add them here.",misdemeanorPolicy
844,1375,How much is your one bed,unitAssignment
845,161,Do i have to have a job,incomeRequirement
846,734,1 or 2 bedroom,unitAssignment
847,1388,"Goodmorning, Yes I would love a tour but I'm moving from Norfolk va to Houston is their any way possible that I could do a virtual tour?",virtualTour
848,226,be renter 's insurance require,renterInsurance
849,846,I was looking for a all bills paid apartment but it really didn't say if it is or not,unknown
850,1454,I was interested in the $2119 apartment,wantsLessExpensiveUnit
851,1181,do you have 2/1 availability,unitAssignment
852,1010,1bedroom,unitAssignment
853,1445,"Yes, that will work. If I have to reschedule, I will let you know (must check with my sitter, but there's usually no issue). Thank you! Btw, my legal name is Candace Abigail Smith, if you want that for your records.",tourReschedule
854,399,"Hello! I work until 5, but I'm off Wednesday at 1. Any availability Wednesday afternoon?",unitAssignment
855,895,"Oh, okay",unknown
856,453,"Thank you so much
Good night ",unknown
857,1419,I want to know more the unit?,wantsLessExpensiveUnit
858,479,do -PRON- allow pet in the apartment,pet
859,625,What is the link to the community's website?,propertyWebsiteLink
860,830,I will like to,unknown
861,950,"Hi, I believe I already sent in my application and was told it is being processed",applicationProcess
862,1214,How much for I bed room 1bath,unitAssignment
863,356,What is the minimum credit score requirement?,creditScore
864,960,Y cuanto debo pagar d renta?,unknown
865,647,what type of lease do -PRON- offer,leasePeriod
866,1233,do you have a pool,pool
867,591,what is your  misdemeanor policy,misdemeanorPolicy
868,1418,Shell I have few more option to select,wantsLessExpensiveUnit
869,1447,"Hi Kelsey, I'm sorry but I am not interested anymore thank you",notInterested
870,262,tell rent,unitAssignment
871,1273,Do you have virtual tours,virtualTour
872,840,what be the rent and when can i move,unitAssignment
873,355,Good morning. Yes I am still interested,unknown
874,145,"Obviously you didn't list any for Monday, but in case anything opens up please feel free to notify me",unitAssignment
875,675,Can I come tommorow around 1030 please,tourBooking
876,974,Is there anyway to see the property without visiting it,virtualTour
877,478,Prices,unitAssignment
878,1196,Really a studio  or 1 bed,amenities
879,747,Do you have a swimming pool,pool
880,1082,"Hi Divyai, this is Kelsey. I'm following up since you recently inquired about Cantera. Do you have any questions or can I assist you with scheduling a tour?",tourBooking
881,870,Yes ma'am would Friday at 3 work ?do y'all have a washer and dryer included!,utility
882,512,"budget would be 1400h or $1500, move in date is 04/28/22, number of occupants is 3 an adult and 2 babies, and I need 3 bedrooms and 2 baths",unitAssignment
883,1305,Is this a virtual tour ?,virtualTour
884,90,I want to but I have an eviction and I was told I can't apply or I will be denied,evictionPolicy
885,1042,Okay sure a virtual tour,virtualTour
886,10,Can i throw dinners or parties,guestPolicy
887,811,Do you allow dogs?,pet
888,420,do -PRON- need renter insurance,renterInsurance
889,873,what all things are there in outer space,outerSpace
890,1074,Removed a question mark from “I've scheduled you for 6 PM viewing on Tuesday 02/23/21. See you there! Take care.”,unknown
891,97,do the landlord pay for water,utility
892,698,I'm actually getting ready for work,unknown
893,858,Schedule a tour.,virtualTour
894,1006,I am looking for a one bed one bath and my lease is up in May so sometime either before or in the beginning of may,unitAssignment
895,413,What Studios do you have available in the mission district?,unitAssignment
896,305,I just booked it actually!,tourBooking
897,296,Good morning I do my application a couple of days ago trying to see is my status,unknown
898,843,I need to know how much the studios go for?,unitAssignment
899,604,Can i see the property video on whatsapp,virtualTour
900,944,Cancel only,tourCancellation
901,131,Wrong number,unknown
902,969,"Hi Ryan, sorry I need to reschedule the tour, would it be possible tomorrow morning?",tourBooking
903,466,price for the property,unitAssignment
904,530,"Hello Kelsey!  My apologies been such a busy week.  I actually scheduled a tour via email for Saturday (reply via sfrent.net)

I found the listing via hotpads.  Should I just have scheduled with you instead?",unknown
905,446,Hi Kelsey! Sure! What time?,tourBooking
906,1001,No something came up I have to take care of it,unknown
907,1316,When is the best day and time for tour? Do I have to do application online or in office?,applicationProcess
908,454,Will be available tomorrow morning 10am. Thank you for your response,tourBooking
909,592,feedback survey. Please inform the office before lease signing.,unknown
910,1250,"hi , yes virtually",virtualTour
911,400,Can I park in that space while viewing,parking
912,123,pets ?,pet
913,47,How much do call the 2 bed 1bath,unitAssignment
914,440,What's the security deposit amount?,deposit
915,183,No,unknown
916,705,Are guest allowed ?,guestPolicy
917,288,https://www.zumper.com/apartment-buildings/p268509/635-ellis-tenderloin-san-francisco-ca,propertyWebsiteLink
918,206,be there a parking space,parking
919,36,What holidays does your leasing office observe and how does that affect their hours?,leasingOfficeHolidays
920,606,can the application fee be waived,applicationFee
921,265,i have a pet be that alright,pet
922,1279,Is a bit too early. I have to sell my house in Jersey. I don't know if I should buy or rent.,unitAssignment
923,1245,Yes so Iâ€™m looking to possibly relocate however Iâ€™m wanting to know about the move in special you guys have I currently live in Monroe Louisiana,leasingOfficePromotion
924,745,"And yes pls, I will like to see available 2bed 2baths you have in advance.  Thanks",tourBooking
925,160,Is the 2/13 in person or can I do it via a video call with an agent?,tourOptions
926,1288,No I work do you guys do virtual tours,virtualTour
927,598,"Is it possible to have a virtual tour? I live in Baton Rouge, LA, which is 5h away.",virtualTour
928,1347,I have completed my application and paid online,applicationProcess
929,771,Are there coolers in the apartment,airConditioner
930,579,what is the cost to apply,applicationFee
931,1096,Will do. I got your email and will get something scheduled. Thanks!,tourBooking
932,1329,Yes is there a website ?,propertyWebsite
933,550,Hi Kelsey- no further information is needed at this time. I appreciate the follow-up!,unknown
934,325,Sure. Budget of around. 700-800-900$ & only 1.,unitAssignment
935,774,"Hello Ryan 
Let me check and I will let you know 
Thanks ",unknown
936,52,I just started new job and in Sunnyvale I am there Saturday and Monday 11-3,unknown
937,495,"Yes, I submitted the application about 3 minutes ago",applicationProcess
938,1024,I don't have any pets,pet
939,213,I don t need tour,unknown
940,664,Yes,unknown
941,630,Or can you let me know when you have time Wednesday night and after. I'm currently mini vacationing with my son until work Wednesday?,leasingOfficeHoursWednesday
942,796,No I am not moving until late fall. Thanks you,unitAssignment
943,837,I work in South Bay,unknown
944,323,Okay perfect!! Thank You,unknown
945,534,What are your leasing office hours on Saturday?,leasingOfficeHoursSaturday
946,166,How to locate the property,community_address
947,35,What are your leasing office hours on Wednesday?,leasingOfficeHoursWednesday
948,575,that sounds good,unknown
949,1296,How much is it to move in,unitAssignment
950,1281,cancel my tour,tourCancellation
951,434,This place must be very nice,amenities
952,1046,do you have a swimming place,pool
953,494,Will you be able to do a virtual tour?,virtualTour
954,142,I need this studio🥺,unitAssignment
955,841,Do you work with felonies?,feloniesPolicy
956,500,Yes I will be coming today,tourBooking
957,980,Do you have any virtual tours available?,virtualTour
958,308,"Hi Ryan, yes I would like to schedule a tour but could we do Thursday instead? Thank you for getting back to me",tourBooking
959,351,Testing again,unknown
960,896,Yes how many one bedroom do you have available and if I'm approved how soon would I be able to move I ,unitAssignment
961,1429,"That is above his budget, but thanks for letting me know",wantsLessExpensiveUnit
962,911,Is pets allowed?,pet
963,344,1 bedroom newly renovated and may 12,unitAssignment
964,1425,Can you cancel my tour,tourCancelled
965,556,anything under 5000 $,unitAssignment
966,309,Yes when I just called they said they are not doing tours,tourBooking
967,504,Do i need a backer,leaseGaurantor
968,615,"Awesome, this is a great space and am really interested. What is the application process and how can I start?",applicationProcess
969,735,Monday works great,tourBooking
970,736,"Yes, please tomorrow 2pm is good for me",tourBooking
971,251,That doesn't work. I get off work at 6,unknown
972,1133,what be the price,unitAssignment
973,332,Questioned “I've scheduled you for 6 PM viewing on Tuesday 02/23/21. See you there! Take care.”,unknown
974,225,Hi there. Yes I will be there at 4pm for my tour today. Thank you,tourBooking
975,787,Utility billing,utilityBilling
976,662,I have all the required documentation,unknown
977,773,Sunday works for me,tourBooking
978,1102,No thank you,unknown
979,541,be renter insurance mandatory,renterInsurance
980,386,Does the rent increase over time?,rentIncrementPolicy
981,1,Yes I would like to schedule a tour,tourBooking
982,502,How*,unknown
983,754,monthly rental,unitAssignment
984,480,can i visit this monday?,tourBooking
985,702,Do you have swimming pool,pool
986,382,Can i have my family or friends over,guestPolicy
987,126,What utilities are included in the rent?,utility
988,218,Hey yes I'm interested in the apartment ,unitAssignment
989,784,what utility,utility
990,917,what are all the utilities included,utility
991,1278,Yes i was wondering if you accepted college students with no credit history but had the income for the apartment ?,creditScore
992,451,I have time tomorrow and Wednesday-,tourBooking
993,215,1 bed one bath,unitAssignment
994,947,can i come in for a tour later today,tourBooking
995,489,Yes please what are all your qualifications to move in how much is your deposit admin fee and application,applicationFee
996,1407,"Hi Kelsey, I submitted a request for a virtual tour of A2 floor plan on this weekend. Could you please help me confirm the request? Thank you so much",virtualTour
